datetime,volume,event_category,temperature_c,precipitation_mm,humidity_percent
4/1/2022 1:00,800,normal,11.4,0,79
4/1/2022 2:00,510,normal,11.1,0,71
4/1/2022 3:00,392,normal,10.5,0,68
4/1/2022 4:00,349,normal,10,0,69
4/1/2022 5:00,324,normal,9.1,0,53
4/1/2022 6:00,523,normal,8.3,0,54
4/1/2022 7:00,1176,normal,8.4,0,49
4/1/2022 8:00,1665,normal,8.8,0,46
4/1/2022 9:00,1684,normal,10,0,42
4/1/2022 10:00,1500,normal,11.4,0,39
4/1/2022 11:00,1324,normal,12,0,36
4/1/2022 12:00,1171,normal,13.4,0,38
4/1/2022 13:00,1201,normal,14.1,0,33
4/1/2022 14:00,1130,normal,14.3,0,32
4/1/2022 15:00,1017,normal,14.7,0,32
4/1/2022 16:00,1013,normal,14.2,0,31
4/1/2022 17:00,1130,normal,13.1,0,32
4/1/2022 18:00,1453,normal,12,0,34
4/1/2022 19:00,1839,normal,11,0,38
4/1/2022 20:00,2005,normal,10.2,0,41
4/1/2022 21:00,2066,normal,9.3,0,42
4/1/2022 22:00,1963,normal,8.6,0,44
4/1/2022 23:00,1634,normal,8.1,0,46
4/2/2022 0:00,1210,normal,7.8,0,48
4/2/2022 1:00,872,normal,7.4,0,48
4/2/2022 2:00,564,normal,6.4,0,55
4/2/2022 3:00,387,normal,5,0,65
4/2/2022 4:00,344,normal,4.7,0,67
4/2/2022 5:00,342,normal,4.7,0,69
4/2/2022 6:00,498,normal,4.9,0,64
4/2/2022 7:00,950,normal,5.9,0,60
4/2/2022 8:00,1383,normal,7.3,0,56
4/2/2022 9:00,1639,normal,9.3,0,46
4/2/2022 10:00,1623,normal,10.3,0,45
4/2/2022 11:00,1451,normal,12.1,0,39
4/2/2022 12:00,1310,normal,11.9,0,46
4/2/2022 13:00,1175,normal,12.2,0,47
4/2/2022 14:00,1163,normal,11.9,0,46
4/2/2022 15:00,1073,normal,11.9,0,43
4/2/2022 16:00,998,normal,12.1,0,42
4/2/2022 17:00,1125,normal,11.9,0,43
4/2/2022 18:00,1414,normal,11.7,0,42
4/2/2022 19:00,1736,normal,10.6,0,48
4/2/2022 20:00,1975,normal,9.2,0,58
4/2/2022 21:00,2066,normal,8.6,0,63
4/2/2022 22:00,1961,normal,7.7,0,65
4/2/2022 23:00,1507,normal,7.1,0,64
4/3/2022 0:00,1303,normal,6.5,0,65
4/3/2022 1:00,935,normal,6.4,0,66
4/3/2022 2:00,573,normal,6.3,0,65
4/3/2022 3:00,416,normal,6,0,65
4/3/2022 4:00,349,normal,5.7,0,67
4/3/2022 5:00,325,normal,5.5,0,67
4/3/2022 6:00,421,normal,5.2,0,70
4/3/2022 7:00,736,normal,5.7,0,67
4/3/2022 8:00,1149,normal,7.3,0,62
4/3/2022 9:00,1658,normal,10,0,59
4/3/2022 10:00,1717,normal,12,0,48
4/3/2022 11:00,1447,normal,14.2,0,42
4/3/2022 12:00,1220,normal,15.8,0,46
4/3/2022 13:00,1220,normal,15.9,0,43
4/3/2022 14:00,1073,normal,17.1,0,32
4/3/2022 15:00,1023,normal,17.9,0,30
4/3/2022 16:00,1018,normal,17.5,0,29
4/3/2022 17:00,1185,normal,15.8,0,43
4/3/2022 18:00,1541,normal,14.1,0,47
4/3/2022 19:00,1875,normal,13,0,53
4/3/2022 20:00,2070,normal,12.3,0,63
4/3/2022 21:00,2111,normal,11,0,64
4/3/2022 22:00,1921,normal,10.1,0,64
4/3/2022 23:00,1587,normal,9.8,0,64
4/4/2022 0:00,1187,normal,8.6,0,70
4/4/2022 1:00,755,normal,8.1,0,73
4/4/2022 2:00,493,normal,7.7,0,77
4/4/2022 3:00,343,normal,7.3,0,81
4/4/2022 4:00,289,normal,7.1,0,85
4/4/2022 5:00,331,normal,6.8,0,85
4/4/2022 6:00,517,normal,7,0,86
4/4/2022 7:00,1114,normal,7.8,0,83
4/4/2022 8:00,1770,normal,10,0,77
4/4/2022 9:00,1664,normal,12,0,72
4/4/2022 10:00,1506,normal,13.9,0,66
4/4/2022 11:00,1334,normal,15.4,0,63
4/4/2022 12:00,1186,normal,15.9,0,55
4/4/2022 13:00,1191,normal,16.8,0,46
4/4/2022 14:00,1089,normal,16.8,0,50
4/4/2022 15:00,1013,normal,16,0,57
4/4/2022 16:00,937,normal,15.1,0,58
4/4/2022 17:00,1140,normal,14.2,0,57
4/4/2022 18:00,1433,normal,14.4,0,45
4/4/2022 19:00,1780,normal,13.9,0,44
4/4/2022 20:00,2140,normal,12.2,0,59
4/4/2022 21:00,2200,normal,10.9,0,69
4/4/2022 22:00,2056,normal,10.1,0,70
4/4/2022 23:00,1545,normal,9.9,0,67
4/5/2022 0:00,1171,normal,8.7,0,70
4/5/2022 1:00,778,normal,8.2,0,73
4/5/2022 2:00,484,normal,8.5,0,70
4/5/2022 3:00,356,normal,7.5,0,75
4/5/2022 4:00,298,normal,7.4,0,75
4/5/2022 5:00,384,normal,7,0,77
4/5/2022 6:00,543,normal,6.7,0,77
4/5/2022 7:00,1207,normal,7.7,0,74
4/5/2022 8:00,1693,normal,10.9,0,67
4/5/2022 9:00,1627,normal,13,0,66
4/5/2022 10:00,1476,normal,14.3,0,60
4/5/2022 11:00,1333,normal,15.6,0,56
4/5/2022 12:00,1195,normal,16.7,0,57
4/5/2022 13:00,1186,normal,16.9,0,52
4/5/2022 14:00,1032,normal,16.5,0,49
4/5/2022 15:00,1035,normal,17.1,0,43
4/5/2022 16:00,1032,normal,16.5,0,44
4/5/2022 17:00,1138,normal,16,0,44
4/5/2022 18:00,1456,normal,15.9,0,41
4/5/2022 19:00,1789,normal,15.2,0,41
4/5/2022 20:00,2096,normal,14.3,0,55
4/5/2022 21:00,2231,normal,13.9,0,58
4/5/2022 22:00,2122,normal,13.7,0,47
4/5/2022 23:00,1601,normal,13.4,0,43
4/6/2022 0:00,1194,normal,13.2,0,45
4/6/2022 1:00,766,normal,12.2,0,48
4/6/2022 2:00,491,normal,12,0,50
4/6/2022 3:00,370,normal,11,0,55
4/6/2022 4:00,348,normal,11.1,0,57
4/6/2022 5:00,365,normal,10.8,0,58
4/6/2022 6:00,533,normal,10.5,0,61
4/6/2022 7:00,1185,normal,10.7,0,62
4/6/2022 8:00,1737,normal,12.6,0,60
4/6/2022 9:00,1616,normal,16.3,0,49
4/6/2022 10:00,1561,normal,17,0,41
4/6/2022 11:00,1401,normal,18.4,0,38
4/6/2022 12:00,1157,normal,18,0,46
4/6/2022 13:00,1089,normal,16.9,0,49
4/6/2022 14:00,1056,normal,17.8,0,41
4/6/2022 15:00,1003,normal,18.3,0,28
4/6/2022 16:00,991,normal,18.1,0,28
4/6/2022 17:00,1166,normal,18.2,0,20
4/6/2022 18:00,1456,normal,18.3,0,23
4/6/2022 19:00,1886,normal,17,0,29
4/6/2022 20:00,2168,normal,15.5,0,34
4/6/2022 21:00,2246,normal,13.9,0,40
4/6/2022 22:00,1967,normal,13.2,0,44
4/6/2022 23:00,1581,normal,12.9,0,46
4/7/2022 0:00,1206,normal,12,0,49
4/7/2022 1:00,802,normal,11.6,0,52
4/7/2022 2:00,527,normal,10.9,0,57
4/7/2022 3:00,392,normal,10.8,0,58
4/7/2022 4:00,333,normal,10.3,0,61
4/7/2022 5:00,331,normal,10.4,0,59
4/7/2022 6:00,601,normal,10,0,61
4/7/2022 7:00,1145,normal,10.9,0,59
4/7/2022 8:00,1733,normal,13.5,0,54
4/7/2022 9:00,1672,normal,15.8,0,39
4/7/2022 10:00,1522,normal,17,0,41
4/7/2022 11:00,1419,normal,17.9,0,42
4/7/2022 12:00,1207,normal,17.7,0,46
4/7/2022 13:00,1109,normal,18.2,0,45
4/7/2022 14:00,1105,normal,18.1,0,43
4/7/2022 15:00,1032,normal,20.4,0,34
4/7/2022 16:00,1019,normal,19.8,0,35
4/7/2022 17:00,1162,normal,19.8,0,38
4/7/2022 18:00,1468,normal,19.1,0,40
4/7/2022 19:00,1831,normal,18.4,0,43
4/7/2022 20:00,2148,normal,17.6,0,46
4/7/2022 21:00,2160,normal,16,0,54
4/7/2022 22:00,2020,normal,16,0,56
4/7/2022 23:00,1619,normal,15.4,0,62
4/8/2022 0:00,1164,normal,14.3,0,63
4/8/2022 1:00,769,normal,13.3,0,68
4/8/2022 2:00,554,normal,12.9,0,71
4/8/2022 3:00,377,normal,12.2,0,71
4/8/2022 4:00,369,normal,11.1,0,75
4/8/2022 5:00,365,normal,10.4,0,77
4/8/2022 6:00,584,normal,10.1,0,76
4/8/2022 7:00,1187,normal,10.8,0,71
4/8/2022 8:00,1765,normal,13.2,0,70
4/8/2022 9:00,1760,normal,16.6,0,54
4/8/2022 10:00,1518,normal,18.4,0,53
4/8/2022 11:00,1374,normal,18.7,0,57
4/8/2022 12:00,1209,normal,19.3,0,54
4/8/2022 13:00,1158,normal,20.4,0,41
4/8/2022 14:00,1114,normal,20.4,0,40
4/8/2022 15:00,1048,normal,20,0,40
4/8/2022 16:00,1037,normal,19.9,0,42
4/8/2022 17:00,1163,normal,19.6,0,37
4/8/2022 18:00,1420,normal,18.6,0,36
4/8/2022 19:00,1788,normal,17.9,0,35
4/8/2022 20:00,1971,normal,16.1,0,47
4/8/2022 21:00,2068,normal,14.8,0,48
4/8/2022 22:00,1918,normal,14.1,0,48
4/8/2022 23:00,1534,normal,13.8,0,48
4/9/2022 0:00,1222,normal,13.9,0,51
4/9/2022 1:00,797,normal,13.4,0,53
4/9/2022 2:00,593,normal,13.1,0,55
4/9/2022 3:00,435,normal,12,0,58
4/9/2022 4:00,320,normal,12.1,0,60
4/9/2022 5:00,342,normal,11.7,0,61
4/9/2022 6:00,511,normal,11.5,0,64
4/9/2022 7:00,937,normal,13,0,59
4/9/2022 8:00,1426,normal,16.1,0,52
4/9/2022 9:00,1726,normal,19.3,0,44
4/9/2022 10:00,1668,normal,21.4,0,41
4/9/2022 11:00,1532,normal,22.3,0,37
4/9/2022 12:00,1400,normal,22.6,0,37
4/9/2022 13:00,1245,normal,21.4,0,38
4/9/2022 14:00,1106,normal,21.3,0,41
4/9/2022 15:00,1052,normal,22.5,0,37
4/9/2022 16:00,1107,normal,22.2,0,32
4/9/2022 17:00,1249,normal,22.1,0,31
4/9/2022 18:00,1480,normal,20.5,0,41
4/9/2022 19:00,1665,normal,18.7,0,52
4/9/2022 20:00,1951,normal,17.5,0,52
4/9/2022 21:00,2072,normal,16.3,0,52
4/9/2022 22:00,1866,normal,15.3,0,54
4/9/2022 23:00,1500,normal,15.5,0,55
4/10/2022 0:00,1231,normal,15.3,0,59
4/10/2022 1:00,859,normal,15.3,0,60
4/10/2022 2:00,629,normal,14.2,0,65
4/10/2022 3:00,447,normal,13.7,0,68
4/10/2022 4:00,338,normal,13.1,0,71
4/10/2022 5:00,327,normal,12.7,0,72
4/10/2022 6:00,410,normal,13,0,71
4/10/2022 7:00,758,normal,13.7,0,69
4/10/2022 8:00,1354,normal,17.2,0,60
4/10/2022 9:00,1653,normal,19.7,0,57
4/10/2022 10:00,1688,normal,21,0,53
4/10/2022 11:00,1516,normal,21.3,0,55
4/10/2022 12:00,1297,normal,21.5,0,51
4/10/2022 13:00,1234,normal,21.8,0,56
4/10/2022 14:00,1133,normal,22.5,0,56
4/10/2022 15:00,1053,normal,21.8,0,59
4/10/2022 16:00,996,normal,21,0,61
4/10/2022 17:00,1194,normal,20.6,0,64
4/10/2022 18:00,1532,normal,20,0,65
4/10/2022 19:00,1906,normal,19.4,0,68
4/10/2022 20:00,2137,normal,18.5,0,72
4/10/2022 21:00,2066,normal,17.9,0,75
4/10/2022 22:00,1877,normal,17.3,0,77
4/10/2022 23:00,1479,normal,16.6,0,75
4/11/2022 0:00,1096,normal,15.8,0,75
4/11/2022 1:00,723,normal,15,0,72
4/11/2022 1:00,723,normal,15,0,72
4/11/2022 2:00,479,normal,15,0,67
4/11/2022 2:00,479,normal,15,0,67
4/11/2022 3:00,342,normal,14.2,0,65
4/11/2022 3:00,342,normal,14.2,0,65
4/11/2022 4:00,305,normal,14.2,0,64
4/11/2022 4:00,305,normal,14.2,0,64
4/11/2022 5:00,300,normal,14,0,63
4/11/2022 5:00,300,normal,14,0,63
4/11/2022 6:00,551,normal,14,0,62
4/11/2022 6:00,551,normal,14,0,62
4/11/2022 7:00,1254,normal,14.2,0,63
4/11/2022 7:00,1254,normal,14.2,0,63
4/11/2022 8:00,1784,normal,16.7,0,54
4/11/2022 8:00,1784,normal,16.7,0,54
4/11/2022 9:00,1673,normal,19.6,0,47
4/11/2022 9:00,1673,normal,19.6,0,47
4/11/2022 10:00,1501,normal,22.3,0,40
4/11/2022 10:00,1501,normal,22.3,0,40
4/11/2022 11:00,1276,normal,22.8,0,50
4/11/2022 11:00,1276,normal,22.8,0,50
4/11/2022 12:00,1131,normal,22.2,0,49
4/11/2022 12:00,1131,normal,22.2,0,49
4/11/2022 13:00,1143,normal,21,0,52
4/11/2022 13:00,1143,normal,21,0,52
4/11/2022 14:00,1101,normal,20.7,0,55
4/11/2022 14:00,1101,normal,20.7,0,55
4/11/2022 15:00,995,normal,20.5,0,60
4/11/2022 15:00,995,normal,20.5,0,60
4/11/2022 16:00,962,normal,20.3,0,60
4/11/2022 16:00,962,normal,20.3,0,60
4/11/2022 17:00,1150,normal,20,0,63
4/11/2022 17:00,1150,normal,20,0,63
4/11/2022 18:00,1486,normal,19.5,0,63
4/11/2022 18:00,1486,normal,19.5,0,63
4/11/2022 19:00,1786,normal,19.1,0,65
4/11/2022 19:00,1786,normal,19.1,0,65
4/11/2022 20:00,2123,normal,18.8,0,68
4/11/2022 20:00,2123,normal,18.8,0,68
4/11/2022 21:00,2130,normal,18.8,0,72
4/11/2022 21:00,2130,normal,18.8,0,72
4/11/2022 22:00,1988,normal,18.8,0,72
4/11/2022 22:00,1988,normal,18.8,0,72
4/11/2022 23:00,1502,normal,18.1,0,74
4/11/2022 23:00,1502,normal,18.1,0,74
4/12/2022 0:00,1133,normal,18,0,74
4/12/2022 0:00,1133,normal,18,0,74
4/12/2022 1:00,758,normal,17.6,0,75
4/12/2022 2:00,485,normal,17.5,0,75
4/12/2022 3:00,375,normal,16.8,0,76
4/12/2022 4:00,310,normal,16.9,0,78
4/12/2022 5:00,352,normal,15.4,0,83
4/12/2022 6:00,575,normal,15.4,0,86
4/12/2022 7:00,1301,normal,17.2,0,80
4/12/2022 8:00,1837,normal,17.8,0,76
4/12/2022 9:00,1705,normal,20.3,0,70
4/12/2022 10:00,1427,normal,21.4,0,65
4/12/2022 11:00,1252,normal,23,0,59
4/12/2022 12:00,1222,normal,21.7,0,62
4/12/2022 13:00,1209,normal,22.3,0,60
4/12/2022 14:00,1106,normal,23.2,0,59
4/12/2022 15:00,1060,normal,23.7,0,58
4/12/2022 16:00,993,normal,24.1,0,58
4/12/2022 17:00,1243,normal,23.1,0,63
4/12/2022 18:00,1485,normal,21.8,0,64
4/12/2022 19:00,1803,normal,20.8,0,66
4/12/2022 20:00,2075,normal,20,0,70
4/12/2022 21:00,2168,normal,19.4,0,76
4/12/2022 22:00,2001,normal,18.6,0,79
4/12/2022 23:00,1594,normal,18.2,0,81
4/13/2022 0:00,1235,normal,17.5,0,84
4/13/2022 1:00,821,normal,16.8,0,87
4/13/2022 2:00,552,normal,16.7,0,88
4/13/2022 3:00,407,normal,16.7,0,89
4/13/2022 4:00,335,normal,17.3,0,85
4/13/2022 5:00,379,normal,17.9,0,85
4/13/2022 6:00,588,normal,17.1,0,86
4/13/2022 7:00,1272,normal,18.2,0,84
4/13/2022 8:00,1810,normal,20.7,0,76
4/13/2022 9:00,1730,normal,21.7,0,75
4/13/2022 10:00,1521,normal,22.5,0,71
4/13/2022 11:00,1379,normal,24.1,0,64
4/13/2022 12:00,1274,normal,22.9,0,68
4/13/2022 13:00,1168,normal,21.8,0,73
4/13/2022 14:00,1046,normal,21.1,0,76
4/13/2022 15:00,979,normal,21.3,0,76
4/13/2022 16:00,1044,normal,21.1,0,76
4/13/2022 17:00,1174,normal,21.5,0,75
4/13/2022 18:00,1416,normal,20.9,0,76
4/13/2022 19:00,1770,normal,19.9,0,80
4/13/2022 20:00,2067,normal,19.2,0,82
4/13/2022 21:00,2128,normal,17.9,0,89
4/13/2022 22:00,2036,normal,17.6,0,88
4/13/2022 23:00,1637,normal,17.6,0,87
4/14/2022 0:00,1233,normal,17.4,0,89
4/14/2022 1:00,793,normal,17.1,0,84
4/14/2022 2:00,507,normal,16.9,0,84
4/14/2022 3:00,384,normal,16.9,0,87
4/14/2022 4:00,288,normal,16.8,0,88
4/14/2022 5:00,323,normal,16.9,0,86
4/14/2022 6:00,531,normal,16.1,0,87
4/14/2022 7:00,1212,normal,14.9,0.5,93
4/14/2022 8:00,1635,normal,14.9,1.5,95
4/14/2022 9:00,1466,normal,16.6,0.5,93
4/14/2022 10:00,1317,normal,17.2,0,92
4/14/2022 11:00,1210,normal,16.8,0,91
4/14/2022 12:00,1129,normal,16.8,0.5,93
4/14/2022 13:00,1090,normal,17.1,0.5,93
4/14/2022 14:00,968,normal,16.2,3.5,96
4/14/2022 15:00,937,normal,15.8,5.5,98
4/14/2022 16:00,1022,normal,15.4,5.5,99
4/14/2022 17:00,1167,normal,16.1,2.5,97
4/14/2022 18:00,1478,normal,16.3,0,97
4/14/2022 19:00,1834,normal,16.2,0,97
4/14/2022 20:00,2057,normal,16.4,0,96
4/14/2022 21:00,2195,normal,16.2,0,97
4/14/2022 22:00,1949,normal,15.9,0.5,99
4/14/2022 23:00,1546,normal,15.6,0,98
4/15/2022 0:00,1164,normal,15.9,0,98
4/15/2022 1:00,759,normal,15.8,0,99
4/15/2022 2:00,515,normal,15.6,0,99
4/15/2022 3:00,366,normal,15.4,0,99
4/15/2022 4:00,310,normal,15.2,0,100
4/15/2022 5:00,332,normal,15.4,0,100
4/15/2022 6:00,560,normal,15.3,0,100
4/15/2022 7:00,1212,normal,15.5,0,99
4/15/2022 8:00,1704,normal,15.7,0,99
4/15/2022 9:00,1550,normal,16.3,0,98
4/15/2022 10:00,1334,normal,15.9,0,95
4/15/2022 11:00,1221,normal,15.7,0,97
4/15/2022 12:00,1151,normal,15.5,0,97
4/15/2022 13:00,1117,normal,16.1,0,92
4/15/2022 14:00,989,normal,15.3,0,93
4/15/2022 15:00,944,normal,14.9,0,94
4/15/2022 16:00,1023,normal,14.9,0.5,92
4/15/2022 17:00,1170,normal,14.9,0,89
4/15/2022 18:00,1394,normal,14.2,0,87
4/15/2022 19:00,1762,normal,14,0,84
4/15/2022 20:00,1986,normal,13.4,0,83
4/15/2022 21:00,2106,normal,13.2,0,80
4/15/2022 22:00,2018,normal,12.9,0,80
4/15/2022 23:00,1567,normal,12.7,0,79
4/16/2022 0:00,1181,normal,12.4,0,77
4/16/2022 1:00,825,normal,12.2,0,75
4/16/2022 2:00,584,normal,11.5,0,74
4/16/2022 3:00,439,normal,10.4,0,74
4/16/2022 4:00,359,normal,9.7,0,70
4/16/2022 5:00,334,normal,9.2,0,70
4/16/2022 6:00,484,normal,9.5,0,67
4/16/2022 7:00,1020,normal,9.6,0,66
4/16/2022 8:00,1512,normal,10.7,0,59
4/16/2022 9:00,1739,normal,11.8,0,54
4/16/2022 10:00,1647,normal,13.8,0,49
4/16/2022 11:00,1466,normal,13.7,0,47
4/16/2022 12:00,1418,normal,16.3,0,46
4/16/2022 13:00,1309,normal,16.3,0,43
4/16/2022 14:00,1185,normal,17.1,0,40
4/16/2022 15:00,1083,normal,18.4,0,34
4/16/2022 16:00,1048,normal,18.2,0,33
4/16/2022 17:00,1133,normal,17.7,0,33
4/16/2022 18:00,1430,normal,16.8,0,36
4/16/2022 19:00,1759,normal,13.9,0,60
4/16/2022 20:00,1966,normal,13.2,0,60
4/16/2022 21:00,2033,normal,12,0,57
4/16/2022 22:00,1947,normal,11.4,0,65
4/16/2022 23:00,1543,normal,10.6,0,63
4/17/2022 0:00,1220,normal,10,0,71
4/17/2022 1:00,882,normal,9.7,0,68
4/17/2022 2:00,571,normal,9.6,0,69
4/17/2022 3:00,432,normal,8.9,0,72
4/17/2022 4:00,347,normal,8.7,0,73
4/17/2022 5:00,312,normal,8.3,0,70
4/17/2022 6:00,421,normal,7.8,0,72
4/17/2022 7:00,780,normal,8.9,0,65
4/17/2022 8:00,1271,normal,11.5,0,60
4/17/2022 9:00,1698,normal,13.5,0,50
4/17/2022 10:00,1685,normal,16.5,0,52
4/17/2022 11:00,1480,normal,16.3,0,54
4/17/2022 12:00,1294,normal,17.5,0,54
4/17/2022 13:00,1178,normal,17.9,0,47
4/17/2022 14:00,1120,normal,18.2,0,46
4/17/2022 15:00,1079,normal,19.8,0,42
4/17/2022 16:00,1011,normal,18.4,0,38
4/17/2022 17:00,1162,normal,17.7,0,41
4/17/2022 18:00,1573,normal,17.3,0,36
4/17/2022 19:00,1872,normal,16.3,0,43
4/17/2022 20:00,2103,normal,14.7,0,54
4/17/2022 21:00,2074,normal,13.3,0,58
4/17/2022 22:00,1894,normal,12.6,0,55
4/17/2022 23:00,1552,normal,12.3,0,54
4/18/2022 0:00,1157,normal,11.9,0,56
4/18/2022 1:00,736,normal,11.4,0,59
4/18/2022 2:00,496,normal,11.3,0,59
4/18/2022 3:00,345,normal,11.1,0,60
4/18/2022 4:00,279,normal,10.4,0,64
4/18/2022 5:00,332,normal,10.3,0,64
4/18/2022 6:00,594,normal,9.9,0,68
4/18/2022 7:00,1283,normal,10.8,0,66
4/18/2022 8:00,1788,normal,12.9,0,60
4/18/2022 9:00,1727,normal,15,0,53
4/18/2022 10:00,1390,normal,16,0,52
4/18/2022 11:00,1222,normal,16.7,0,50
4/18/2022 12:00,1191,normal,17.5,0,47
4/18/2022 13:00,1098,normal,18.4,0,44
4/18/2022 14:00,1052,normal,19.1,0,38
4/18/2022 15:00,1041,normal,19.5,0,39
4/18/2022 16:00,1033,normal,19.2,0,38
4/18/2022 17:00,1053,normal,19.5,0,34
4/18/2022 18:00,1406,normal,18.7,0,35
4/18/2022 19:00,1810,normal,18.1,0,38
4/18/2022 20:00,2102,normal,16.1,0,50
4/18/2022 21:00,2224,normal,16,0,52
4/18/2022 22:00,2046,normal,15.8,0,52
4/18/2022 23:00,1583,normal,15.1,0,55
4/19/2022 0:00,1142,normal,14.7,0,55
4/19/2022 1:00,775,normal,13.7,0,58
4/19/2022 2:00,537,normal,12.8,0,61
4/19/2022 3:00,384,normal,12.3,0,57
4/19/2022 4:00,348,normal,11.6,0,56
4/19/2022 5:00,374,normal,10.4,0,58
4/19/2022 6:00,581,normal,10.4,0,56
4/19/2022 7:00,1276,normal,11.6,0,53
4/19/2022 8:00,1758,normal,13.4,0,51
4/19/2022 9:00,1662,normal,15.2,0,55
4/19/2022 10:00,1497,normal,17.1,0,55
4/19/2022 11:00,1357,normal,18,0,49
4/19/2022 12:00,1240,normal,19.7,0,45
4/19/2022 13:00,1196,normal,19.8,0,41
4/19/2022 14:00,1125,normal,20.6,0,33
4/19/2022 15:00,1083,normal,19.8,0,36
4/19/2022 16:00,956,normal,19.9,0,32
4/19/2022 17:00,1090,normal,20.6,0,26
4/19/2022 18:00,1462,normal,19.8,0,27
4/19/2022 19:00,1800,normal,18.4,0,37
4/19/2022 20:00,2208,normal,16.8,0,41
4/19/2022 21:00,2244,normal,15.7,0,45
4/19/2022 22:00,2119,normal,14.5,0,49
4/19/2022 23:00,1640,normal,14.3,0,49
4/20/2022 0:00,1191,normal,13.5,0,53
4/20/2022 1:00,823,normal,13.2,0,55
4/20/2022 2:00,545,normal,12.7,0,57
4/20/2022 3:00,369,normal,12.3,0,60
4/20/2022 4:00,330,normal,11.9,0,61
4/20/2022 5:00,323,normal,11.3,0,64
4/20/2022 6:00,584,normal,11.5,0,63
4/20/2022 7:00,1282,normal,12.8,0,60
4/20/2022 8:00,1833,normal,15.2,0,54
4/20/2022 9:00,1865,normal,18.4,0,43
4/20/2022 10:00,1434,normal,18.9,0,45
4/20/2022 11:00,1228,normal,20.5,0,43
4/20/2022 12:00,1146,normal,21.7,0,47
4/20/2022 13:00,1162,normal,22.9,0,29
4/20/2022 14:00,1141,normal,23.2,0,28
4/20/2022 15:00,1009,normal,22.9,0,32
4/20/2022 16:00,986,normal,23.2,0,24
4/20/2022 17:00,1246,normal,23,0,24
4/20/2022 18:00,1463,normal,22.6,0,23
4/20/2022 19:00,1823,normal,20.9,0,30
4/20/2022 20:00,2057,normal,19.1,0,38
4/20/2022 21:00,2215,normal,17.4,0,43
4/20/2022 22:00,2002,normal,16.6,0,46
4/20/2022 23:00,1600,normal,16.1,0,50
4/21/2022 0:00,1213,normal,15.6,0,55
4/21/2022 1:00,780,normal,15.3,0,57
4/21/2022 1:00,780,normal,15.3,0,57
4/21/2022 2:00,502,normal,15.1,0,61
4/21/2022 2:00,502,normal,15.1,0,61
4/21/2022 3:00,355,normal,14.7,0,60
4/21/2022 3:00,355,normal,14.7,0,60
4/21/2022 4:00,304,normal,14.9,0,61
4/21/2022 4:00,304,normal,14.9,0,61
4/21/2022 5:00,312,normal,14.6,0,62
4/21/2022 5:00,312,normal,14.6,0,62
4/21/2022 6:00,553,normal,14.4,0,63
4/21/2022 6:00,553,normal,14.4,0,63
4/21/2022 7:00,1189,normal,15.7,0,64
4/21/2022 7:00,1189,normal,15.7,0,64
4/21/2022 8:00,1679,normal,16.3,0,64
4/21/2022 8:00,1679,normal,16.3,0,64
4/21/2022 9:00,1601,normal,16.7,0,67
4/21/2022 9:00,1601,normal,16.7,0,67
4/21/2022 10:00,1339,normal,17.8,0,67
4/21/2022 10:00,1339,normal,17.8,0,67
4/21/2022 11:00,1078,normal,17.1,0,68
4/21/2022 11:00,1078,normal,17.1,0,68
4/21/2022 12:00,1024,normal,15.8,0,80
4/21/2022 12:00,1024,normal,15.8,0,80
4/21/2022 13:00,1040,normal,15.4,1,86
4/21/2022 13:00,1040,normal,15.4,1,86
4/21/2022 14:00,1050,normal,15.7,1.5,91
4/21/2022 14:00,1050,normal,15.7,1.5,91
4/21/2022 15:00,952,normal,14.7,1,93
4/21/2022 15:00,952,normal,14.7,1,93
4/21/2022 16:00,989,normal,14.1,2,95
4/21/2022 16:00,989,normal,14.1,2,95
4/21/2022 17:00,1141,normal,14.1,4,96
4/21/2022 17:00,1141,normal,14.1,4,96
4/21/2022 18:00,1496,normal,14.4,0.5,96
4/21/2022 18:00,1496,normal,14.4,0.5,96
4/21/2022 19:00,1866,normal,13.8,3,98
4/21/2022 19:00,1866,normal,13.8,3,98
4/21/2022 20:00,2089,normal,13.9,4.5,98
4/21/2022 20:00,2089,normal,13.9,4.5,98
4/21/2022 21:00,2132,normal,14.1,1,98
4/21/2022 21:00,2132,normal,14.1,1,98
4/21/2022 22:00,1938,normal,14.4,0,97
4/21/2022 22:00,1938,normal,14.4,0,97
4/21/2022 23:00,1556,normal,14.6,0.5,98
4/21/2022 23:00,1556,normal,14.6,0.5,98
4/22/2022 0:00,1177,normal,13.9,0,98
4/22/2022 0:00,1177,normal,13.9,0,98
4/22/2022 1:00,747,normal,13.9,0,99
4/22/2022 2:00,501,normal,14,0,98
4/22/2022 3:00,371,normal,14.3,0,97
4/22/2022 4:00,308,normal,14.6,0,96
4/22/2022 5:00,354,normal,14.1,0,97
4/22/2022 6:00,605,normal,14.2,0,97
4/22/2022 7:00,1281,normal,15.1,0,93
4/22/2022 8:00,1840,normal,16.4,0,83
4/22/2022 9:00,1818,normal,16.9,0,80
4/22/2022 10:00,1501,normal,18.2,0,75
4/22/2022 11:00,1390,normal,17.7,0,70
4/22/2022 12:00,1189,normal,19,0,67
4/22/2022 13:00,1170,normal,20.2,0,61
4/22/2022 14:00,1111,normal,20.8,0,55
4/22/2022 15:00,988,normal,21.5,0,50
4/22/2022 16:00,983,normal,21.3,0,50
4/22/2022 17:00,1207,normal,22,0,42
